,STOP_ID_ANONY,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR
11271,11272,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,MALE,BLACK,5.8,140,THN,BRO,BLK
11272,11273,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,MALE,BLACK,5.8,145,THN,BRO,BLK
11273,11274,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,BLACK,5.8,190,HEA,BRO,BLK
11274,11275,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,BLACK,5.9,190,HEA,BRO,BLK
11275,11276,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,36,MALE,WHITE HISPANIC,6.2,180,THN,BRO,BRO
11276,11277,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),22,MALE,WHITE HISPANIC,5.8,150,THN,BRO,BRO
11277,11278,GRAND LARCENY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,24,MALE,BLACK,6,210,MED,BRO,BLK
11278,11279,PETIT LARCENY,N,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,57,MALE,WHITE HISPANIC,5.8,310,HEA,BRO,BRO
11279,11280,BURGLARY,Y,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),16,MALE,BLACK,5.9,150,THN,BLK,BLK
11280,11281,BURGLARY,Y,Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),14,MALE,BLACK,5.8,155,MED,BRO,BLK
11281,11282,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,37,FEMALE,WHITE,5.4,120,THN,ZZZ,BLK
11282,11283,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,44,MALE,BLACK,5.1,160,THN,ZZZ,XXX
11283,11284,CPW,N,Y,N,N,(,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),42,MALE,BLACK,5.7,180,MED,BRO,BLK
11284,11285,GRAND LARCENY AUTO,N,Y,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),21,MALE,BLACK,5.9,160,THN,BRO,BLK
11285,11286,GRAND LARCENY AUTO,N,Y,N,(,(,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),20,MALE,BLACK,5.6,140,MED,BRO,BLK
11286,11287,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),30,MALE,BLACK,5.8,175,THN,BLK,BLK
11287,11288,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),24,MALE,BLACK,6.2,200,MED,BRO,BLK
11288,11289,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),27,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BLK
11289,11290,RAPE,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,BLACK,5.1,180,MED,BRO,BLK
11290,11291,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),12,MALE,BLACK,5.1,70,THN,BRO,BLK
11291,11292,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),11,MALE,BLACK,5,70,THN,BRO,BLK
11292,11293,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),34,MALE,BLACK,5.8,170,MED,BRO,BLK
11293,11294,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,45,FEMALE,WHITE,5.4,120,THN,BLK,RED
11294,11295,PETIT LARCENY,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),32,MALE,BLACK,6.4,180,THN,BRO,BLD
11295,11296,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),25,MALE,BLACK,6.2,175,MED,BRO,BLK
11296,11297,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),23,MALE,BLACK,6.2,240,(null),BRO,BLK
11297,11298,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),23,MALE,BLACK,5.8,185,MED,BRO,BLK
11298,11299,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),35,MALE,BLACK,6,160,THN,BRO,BLK
11299,11300,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),29,MALE,BLACK,6.3,180,THN,BRO,BLK
11300,11301,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),33,MALE,BLACK,5,225,HEA,BRO,BLK
11301,11302,GRAND LARCENY AUTO,Y,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),17,MALE,BLACK,5.7,150,THN,BLK,BLK
11302,11303,PETIT LARCENY,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,24,MALE,BLACK,5.7,130,THN,ZZZ,BLK
11303,11304,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),18,MALE,BLACK,5.11,180,MED,BRO,BLK
11304,11305,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),24,MALE,BLACK,5.8,140,THN,BRO,BLK
11305,11306,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,55,MALE,BLACK,5.11,160,THN,BRO,BLK
11306,11307,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),52,MALE,BLACK,5.9,200,THN,BLK,XXX
11307,11308,CPW,N,Y,Y,N,N,Y,(null),(null),(null),N,(null),Y,(null),Y,(null),(null),(null),(null),30,MALE,BLACK,5.1,150,THN,BRO,BLK
11308,11309,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,MALE,BLACK,5.8,150,THN,BRO,BLK
11309,11310,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.9,185,U,BRO,BLK
11310,11311,MENACING,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),32,MALE,BLACK,6.1,180,MED,BRO,BLK
11311,11312,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),34,MALE,ASIAN / PACIFIC ISLANDER,5.8,160,MED,BRO,BRO
11312,11313,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,33,MALE,BLACK,5.9,200,MED,BRO,BLK
11313,11314,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,27,MALE,BLACK,5.9,160,THN,BRO,BLK
11314,11315,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK HISPANIC,5.8,175,MED,BRO,BLK
11315,11316,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,28,MALE,BLACK,5.9,175,MED,BRO,BLK
11316,11317,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,BLACK,5.1,180,MED,BRO,BLK
11317,11318,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,17,MALE,BLACK,5.1,170,THN,BRO,BLK
11318,11319,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),33,MALE,ASIAN / PACIFIC ISLANDER,5.11,200,MED,BLK,BLK
11319,11320,PETIT LARCENY,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,26,MALE,BLACK,6,180,MED,BRO,BLK
11320,11321,PETIT LARCENY,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,BLACK,6,180,THN,BRO,BLK
11321,11322,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,14,MALE,BLACK,5.7,140,THN,BLK,BLK
11322,11323,UNAUTHORIZED USE OF A VEHICLE,Y,N,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,14,MALE,BLACK,5.4,145,THN,BRO,BLK
11323,11324,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,25,MALE,WHITE HISPANIC,5.11,200,MED,BRO,BLK
11324,11325,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BLK
11325,11326,UNAUTHORIZED USE OF A VEHICLE,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,16,MALE,BLACK,5.8,150,THN,BRO,BLK
11326,11327,CPW,Y,Y,Y,N,N,Y,Y,(null),(null),Y,(null),Y,Y,(null),(null),(null),(null),Y,32,MALE,BLACK,5.1,180,THN,BRO,BLK
11327,11328,CPW,Y,N,Y,N,N,Y,Y,(null),(null),Y,(null),Y,Y,(null),(null),(null),(null),Y,30,FEMALE,BLACK,5.6,140,MED,BRO,BLK
11328,11329,GRAND LARCENY AUTO,Y,N,Y,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.9,150,THN,BRO,BLK
11329,11330,GRAND LARCENY AUTO,Y,N,Y,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK,5.9,175,MED,BRO,BLK
11330,11331,GRAND LARCENY AUTO,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),19,MALE,BLACK,5.9,170,MED,BRO,BLK
11331,11332,GRAND LARCENY AUTO,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),19,MALE,BLACK,5.9,260,HEA,BRO,BLK
11332,11333,GRAND LARCENY AUTO,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),19,MALE,BLACK,6.4,160,THN,BRO,BLK
11333,11334,ROBBERY,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.11,200,HEA,BRO,XXX
11334,11335,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,25,MALE,BLACK,5.1,180,U,BRO,BLK
11335,11336,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,28,MALE,BLACK,6,225,U,BLK,BLK
11336,11337,CPW,N,Y,Y,N,Y,Y,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),41,MALE,BLACK,5.9, ,MED,BRO,BRO
11337,11338,PETIT LARCENY,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),55,MALE,BLACK,5.8,120,THN,BRO,GRY
11338,11339,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,BLACK,6,190,U,BRO,BLK
11339,11340,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,31,MALE,BLACK,6,175,THN,BRO,BLK
11340,11341,MENACING,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,37,MALE,BLACK,6,190,U,ZZZ,BLD
11341,11342,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,28,MALE,BLACK,5.11,175,(null),(null),BLK
11342,11343,GRAND LARCENY,N,N,N,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,22,MALE,BLACK,5.11,175,MED,BRO,BLK
11343,11344,GRAND LARCENY,N,N,N,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,26,MALE,BLACK,5.11,190,MED,BRO,BLK
11344,11345,GRAND LARCENY,N,N,N,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK,5.1,150,THN,BRO,BLK
11345,11346,GRAND LARCENY,N,N,N,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.9,150,THN,BRO,BLK
11346,11347,GRAND LARCENY AUTO,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),56,MALE,BLACK,5.9,160,MED,(null),(null)
11347,11348,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),25,MALE,BLACK,6.1,230,U,BRO,BLK
11348,11349,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),15,MALE,BLACK,5.5,150,HEA,BRO,BLK
11349,11350,ROBBERY,Y,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,29,MALE,BLACK,5.11,240,HEA,BLK,BRO
11350,11351,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,31,MALE,BLACK,5.8,215,HEA,BRO,BLK
11351,11352,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,FEMALE,WHITE,5,110,THN,BRO,BLN
11352,11353,CPW,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),40,MALE,BLACK,6,230,MED,BRO,BLK
11353,11354,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,17,FEMALE,BLACK,5.5,140,MED,BRO,BLK
11354,11355,GRAND LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),24,MALE,BLACK,5.8,160,THN,BRO,BLK
11355,11356,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,13,MALE,BLACK,5.1,100,THN,BRO,BLK
11356,11357,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,12,MALE,BLACK,5.1,110,THN,BRO,BLK
11357,11358,GRAND LARCENY AUTO,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),18,MALE,BLACK,6.2,175,THN,BRO,BLK
11358,11359,CRIMINAL MISCHIEF,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),29,FEMALE,BLACK,5.6,125,THN,BRO,BLK
11359,11360,CPW,N,N,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,5.1,300,(null),(null),(null)
11360,11361,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.5,140,THN,BLK,BLK
11361,11362,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,17,MALE,BLACK,5.9,150,MED,BRO,BLK
11362,11363,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.7,130,THN,BLK,BLK
11363,11364,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.5,130,THN,BLK,BLK
11364,11365,UNAUTHORIZED USE OF A VEHICLE,Y,N,Y,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),Y,(null),(null),(null),25,MALE,BLACK,6.1,250,HEA,BRO,BLK
11365,11366,CPW,N,Y,N,N,N,N,Y,(null),(null),Y,(null),Y,Y,(null),(null),(null),(null),Y,40,MALE,BLACK,6.3,190,U,BRO,BLD
11366,11367,PETIT LARCENY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),54,MALE,BLACK,5.8,200,THN,BRO,BRO
11367,11368,GRAND LARCENY AUTO,Y,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),16,MALE,BLACK,5.8,160,MED,BRO,BRO
11368,11369,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,34,MALE,BLACK,6.1,170,THN,BRO,BLK
11369,11370,GRAND LARCENY AUTO,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,16,MALE,BLACK,5.8,150,THN,BRO,BLK
11370,11371,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,37,MALE,BLACK,5.1,170,THN,BLK,BLK
11371,11372,MENACING,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,BLACK,5.8,155,MED,BRO,BLK
11372,11373,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),20,MALE,BLACK,6,180,MED,BRO,BLK
11373,11374,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),30,MALE,WHITE HISPANIC,5.7,180,MED,BRO,BLK
11374,11375,CPW,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),32,MALE,BLACK,6.2,180,THN,BRO,BLK
11375,11376,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),35,MALE,BLACK,5.11,200,MED,BLK,BLK
11376,11377,ROBBERY,Y,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,54,FEMALE,BLACK,5.3,180,MED,BRO,ZZZ
11377,11378,UNAUTHORIZED USE OF A VEHICLE,N,N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,56,FEMALE,BLACK,5.9,170,HEA,BRO,BLK
11378,11379,CPW,Y,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,56,MALE,BLACK,6.4,320,HEA,BRO,BLK
11379,11380,MENACING,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,ASIAN / PACIFIC ISLANDER,5.8,150,MED,BRO,BRO
11380,11381,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,33,MALE,BLACK,6,170,THN,BRO,BLK
11381,11382,ASSAULT,Y,N,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,33,MALE,WHITE HISPANIC,5.11,160,MED,BRO,BLK
11382,11383,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,23,MALE,BLACK,6.2,260,HEA,BRO,BLK
11383,11384,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,22,FEMALE,BLACK,5.6,190,HEA,BRO,BLK
11384,11385,PETIT LARCENY,Y,N,Y,N,N,N,(null),Y,(null),N,(null),(null),Y,(null),(null),(null),(null),Y,27,MALE,BLACK,5.7,185,MED,BRO,BRO
11385,11386,PETIT LARCENY,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),31,MALE,BLACK,5.11,170,THN,BRO,BLK
11386,11387,ROBBERY,N,Y,Y,N,Y,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,37,MALE,BLACK,5.6,200,THN,BRO,BLD
11387,11388,GRAND LARCENY,N,Y,Y,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),53,MALE,ASIAN / PACIFIC ISLANDER,5.9,170,THN,BRO,BLD
11388,11389,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,29,MALE,BLACK,6.1,180,THN,BLK,BLK
11389,11390,CPW,Y,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,BLACK,6,175,THN,BRO,BLN
11390,11391,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),(null),Y,Y,Y,17,MALE,BLACK,5.5,140,THN,BRO,BLD
11391,11392,ROBBERY,N,N,N,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,WHITE HISPANIC,5.9,150,THN,BRO,BLK
11392,11393,GRAND LARCENY AUTO,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6,155,THN,BRO,BRO
11393,11394,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,26,MALE,ASIAN / PACIFIC ISLANDER,5.8,160,THN,BRO,BLK
11394,11395,CPW,Y,Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,63,MALE,BLACK,5.9,170,THN,BRO,GRY
11395,11396,GRAND LARCENY AUTO,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),25,FEMALE,WHITE HISPANIC,5.5,180,MED,BRO,BRO
11396,11397,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,(null),MALE,BLACK,5.9,200,MED,BRO,BLK
11397,11398,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),51,MALE,BLACK,6.2,300,HEA,BRO,BLK
11398,11399,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),52,MALE,BLACK,5.1,175,THN,BRO,BLK
11399,11400,PETIT LARCENY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),38,MALE,BLACK,5.5,160,THN,BRO,BLK
11400,11401,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),20,MALE,BLACK,6.2,160,THN,BRO,BLK
11401,11402,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,WHITE HISPANIC,5.7,160,THN,BRO,BLK
11402,11403,PETIT LARCENY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),35,MALE,BLACK,5.8,200,HEA,BRO,BLK
11403,11404,BURGLARY,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),47,MALE,WHITE,5.7,185,MED,ZZZ,XXX
11404,11405,CPW,Y,Y,Y,N,(,N,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),18,MALE,BLACK,6.1,180,THN,BRO,BLK
11405,11406,CPW,Y,Y,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),31,MALE,WHITE HISPANIC,5,140,THN,BRO,BLK
11406,11407,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),18,MALE,BLACK,5.11,150,THN,BRO,BLK
11407,11408,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE, , ,(null),(null),(null)
11408,11409,CPW,N,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),24,MALE,ASIAN / PACIFIC ISLANDER,6,165,THN,BRO,BRO
11409,11410,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),30,MALE,ASIAN / PACIFIC ISLANDER,5.9,220,MED,BRO,BLK
11410,11411,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,51,MALE,ASIAN / PACIFIC ISLANDER,5.2,160,MED,ZZZ,BLK
11411,11412,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,ASIAN / PACIFIC ISLANDER,5.11,140,THN,BRO,BLK
11412,11413,ROBBERY,Y,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,47,MALE,WHITE HISPANIC,5.5,220,HEA,BRO,BLD
11413,11414,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),26,MALE,ASIAN / PACIFIC ISLANDER,5.7,150,THN,BRO,BLK
11414,11415,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),28,MALE,ASIAN / PACIFIC ISLANDER,5.6,200,MED,BRO,BRO
11415,11416,BURGLARY,N,Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,BLACK,6.2,220,MED,BRO,BLK
